"state","startdate","enddate","pollster","grade","samplesize","rawpoll_clinton","rawpoll_trump","rawpoll_johnson","poll_id","result","grade_value","actual_clinton","actual_trump","actual_johnson","actual_other","predicted","is_correct","duration","is_national","end_date_to_election","error"
"North Carolina","8/31/2016","9/6/2016","Google Consumer Surveys","B",738,30.2,39.03,8.48,45466,"Trump",8,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,6,FALSE,64,11.2430366774087
"Louisiana","8/17/2016","8/23/2016","Google Consumer Surveys","B",286,21.03,51.78,3.31,45558,"Trump",8,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,6,FALSE,78,9.01281697298157
"California","3/16/2016","3/23/2016","Greenberg Quinlan Rosner/American Viewpoint","B+",1202,57,30,NA,36654,"Clinton",9,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,7,FALSE,231,3.81629694918876
"Louisiana","7/29/2016","8/18/2016","Ipsos","A-",424,38.11,48.16,NA,44955,"Trump",10,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,20,FALSE,83,5.13422545947236
"Virginia","8/31/2016","9/6/2016","Google Consumer Surveys","B",560,36.11,29.32,11.95,45484,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,6,FALSE,64,12.7332881742623
"California","9/7/2016","9/13/2016","Google Consumer Surveys","B",1544,43.37,26.36,8.99,45746,"Clinton",8,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,6,FALSE,57,10.2278982638311
"U.S.","8/28/2016","9/3/2016","CVOTER International","C+",1242,49.37,45.52,NA,45327,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,67,2.23552944610151
"U.S.","5/14/2016","5/17/2016","Fox News/Anderson Robbins Research/Shaw & Company Research","A",1021,39,42,10,44082,"Trump",11,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,3,TRUE,176,6.94121841136307
"Florida","5/17/2016","5/18/2016","Gravis Marketing","B-",2542,46,42,NA,44144,"Trump",7,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,1,FALSE,175,4.42602604735398
"Michigan","8/31/2016","9/6/2016","Google Consumer Surveys","B",615,35.17,29.24,7.78,45461,"Trump",8,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,6,FALSE,64,11.5623988128058
"Ohio","8/26/2016","9/1/2016","Ipsos","A-",375,43.1,45.95,NA,45307,"Trump",10,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,6,FALSE,69,3.25535244333988
"Louisiana","5/5/2016","5/6/2016","JMC Enterprises","C",624,36,52,NA,44043,"Trump",5,38.4417482334054,58.0967026855393,0,3.46154908105528,"Trump",TRUE,1,FALSE,187,4.26922545947236
"Missouri","8/5/2016","8/18/2016","Ipsos","A-",365,46.15,41.13,NA,44962,"Trump",10,35.6597126507933,59.3112835038455,3.60576014984977,1.42324369551143,"Clinton",FALSE,13,FALSE,83,14.3357854265261
"New Jersey","8/31/2016","9/6/2016","Google Consumer Surveys","B",742,35.95,33.11,6.52,45470,"Clinton",8,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,6,FALSE,64,10.7966492067479
"North Carolina","8/19/2016","9/1/2016","Ipsos","A-",404,48.92,43.83,NA,45306,"Trump",10,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,13,FALSE,69,4.46237889707053
"Indiana","8/5/2016","8/18/2016","Ipsos","A-",335,36.31,54.13,NA,44951,"Trump",10,37.9111684702845,57.1713233033153,4.91750822640023,-2.66453525910038e-15,"Trump",TRUE,13,FALSE,83,2.32124588679988
"U.S.","8/10/2016","8/14/2016","Ipsos","A-",1109,41.4,34.6,8,44866,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,87,7.94121841136307
"U.S.","7/21/2016","7/22/2016","Gravis Marketing","B-",3462,49,51,NA,44668,"Trump",7,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,1,TRUE,110,2.49389024328125
"Florida","8/26/2016","9/1/2016","Ipsos","A-",605,48.23,44.6,NA,45285,"Trump",10,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,69,2.45297373957973
"U.S.","7/9/2016","7/11/2016","YouGov","B",932,40,37,5,44570,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,121,6.60788507802974
"Kansas","8/17/2016","8/23/2016","Google Consumer Surveys","B",275,40.04,26.88,9.46,45556,"Trump",8,36.1583516614755,57.1863316081779,4.67666193316788,1.97865479717873,"Clinton",FALSE,6,FALSE,78,12.9904393378448
"U.S.","9/22/2016","9/24/2016","The Times-Picayune/Lucid","",1251,42,39,7,46225,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,46,5.94121841136307
"U.S.","9/12/2016","9/18/2016","USC Dornsife/LA Times","",2465,41.11,47.77,NA,45883,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,52,3.06610975671875
"California","8/12/2016","8/18/2016","Ipsos","A-",1203,63.14,26.06,NA,44943,"Clinton",10,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,6,FALSE,83,4.21357614084397
"U.S.","8/27/2016","9/2/2016","CVOTER International","C+",1242,49.25,45.13,NA,45326,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,68,2.37052944610151
"U.S.","3/19/2016","3/22/2016","Selzer & Company","A+",815,54,36,NA,36649,"Trump",12,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,232,9.31052944610152
"U.S.","8/15/2016","8/16/2016","Rasmussen Reports/Pulse Opinion Research","C+",1000,41,39,9,44886,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,1,TRUE,85,6.94121841136307
"U.S.","8/30/2016","9/1/2016","The Times-Picayune/Lucid","",1097,43,34,9,46205,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,69,7.94121841136307
"U.S.","8/9/2016","8/13/2016","Ipsos","A-",1137,41.7,35,8.1,44867,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,88,7.74121841136307
"Iowa","8/24/2016","8/30/2016","Google Consumer Surveys","B",325,33.58,32.81,8.15,45501,"Trump",8,42.1802084413564,51.7812791662346,3.71525977392928,2.32325261847972,"Clinton",FALSE,6,FALSE,71,10.6687426112206
"Colorado","8/5/2016","8/25/2016","Ipsos","A-",568,43.04,39.74,NA,45002,"Clinton",10,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,20,FALSE,76,4.42856664601578
"Georgia","8/24/2016","8/30/2016","Google Consumer Surveys","B",568,25.87,43.94,8.9,45499,"Trump",8,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,6,FALSE,71,10.9844354343712
"U.S.","5/6/2016","5/9/2016","Public Policy Polling","B+",1222,42,38,4,44036,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,184,5.27455174469641
"Nebraska","8/17/2016","8/23/2016","Google Consumer Surveys","B",174,24.5,38.25,11.3,45569,"Trump",8,33.9926865415981,60.3023938791368,4.66897043088832,1.03594914837681,"Trump",TRUE,6,FALSE,78,12.7253699966155
"Pennsylvania","8/12/2016","8/18/2016","Ipsos","A-",771,45.79,45.28,NA,44974,"Trump",10,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,83,2.68562653148427
"Wisconsin","8/31/2016","9/6/2016","Google Consumer Surveys","B",784,40.83,29.07,8.31,45487,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,6,FALSE,64,9.86707443858064
"U.S.","9/11/2016","9/17/2016","USC Dornsife/LA Times","",2507,40.98,47.7,NA,45880,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,53,3.16610975671875
"U.S.","8/26/2016","9/1/2016","CVOTER International","C+",1242,48.98,45.46,NA,45325,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,69,2.07052944610151
"Tennessee","8/5/2016","8/18/2016","Ipsos","A-",398,35.51,42.91,NA,44976,"Trump",10,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,13,FALSE,83,9.38597326589101
"Connecticut","8/17/2016","8/23/2016","Google Consumer Surveys","B",327,43.88,26.51,8.72,45547,"Clinton",8,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,6,FALSE,78,11.2869036295207
"U.S.","8/8/2016","8/12/2016","Ipsos","A-",1167,41.4,35.4,7.6,44868,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,89,7.54121841136307
"New Jersey","8/12/2016","8/25/2016","Ipsos","A-",678,48.08,33.54,NA,45023,"Clinton",10,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,13,FALSE,76,7.58962687348992
"U.S.","9/10/2016","9/16/2016","USC Dornsife/LA Times","",2565,41.23,47.22,NA,45875,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,54,3.28110975671876
"Michigan","8/19/2016","9/1/2016","Ipsos","A-",494,41.5,42.49,NA,45297,"Trump",10,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Trump",TRUE,13,FALSE,69,5.469724159809
"Minnesota","8/5/2016","8/18/2016","Ipsos","A-",541,42.1,33.97,NA,44960,"Clinton",10,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,13,FALSE,83,8.07601548345154
"Massachusetts","8/5/2016","8/18/2016","Ipsos","A-",495,52.52,29.58,NA,44958,"Clinton",10,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,13,FALSE,83,6.10778681993148
"Washington","8/24/2016","8/30/2016","Google Consumer Surveys","B",600,40.49,26.91,10.23,45537,"Clinton",8,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,6,FALSE,71,10.2951892245545
"Virginia","8/12/2016","8/25/2016","Ipsos","A-",654,47.58,36.67,NA,45034,"Clinton",10,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,13,FALSE,76,6.92221116275788
"Wisconsin","3/30/2016","4/3/2016","Emerson College","B",1198,47,37,NA,36686,"Trump",8,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,4,FALSE,220,5.46282712200556
"Kentucky","8/17/2016","8/23/2016","Google Consumer Surveys","B",383,34.88,39.74,7.66,45557,"Trump",8,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,6,FALSE,78,9.95162749361443
"U.S.","9/21/2016","9/23/2016","The Times-Picayune/Lucid","",1161,42,38,9,46224,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,47,6.94121841136307
"Pennsylvania","8/31/2016","9/6/2016","Google Consumer Surveys","B",808,33,34.57,10.74,45477,"Trump",8,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Trump",TRUE,6,FALSE,64,12.4072661338677
"Michigan","8/9/2016","8/10/2016","Mitchell Research & Communications","D",1314,44,33,9,44876,"Trump",2,47.3454835003621,47.5839648192559,3.61225188120069,1.45829979918132,"Clinton",FALSE,1,FALSE,91,7.77239881280577
"South Carolina","8/17/2016","8/23/2016","Google Consumer Surveys","B",401,27.1,39.4,9.06,45580,"Trump",8,40.7527858747944,54.8640788622769,2.33707405907762,2.04606120385101,"Trump",TRUE,6,FALSE,78,11.9465968926646
"Alabama","7/29/2016","8/18/2016","Ipsos","A-",380,36.3,54.53,NA,44940,"Trump",10,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,20,FALSE,83,5.05233031304059
"U.S.","4/17/2016","4/20/2016","George Washington University (Battleground)","B",1000,46,43,NA,42731,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,203,3.00610975671875
"Idaho","8/10/2016","8/16/2016","Google Consumer Surveys","B",166,24.07,40.41,15.11,45603,"Trump",8,27.5599177606486,59.1656919511504,4.10557440409163,9.16881588410936,"Trump",TRUE,6,FALSE,85,11.0833451025691
"Ohio","8/12/2016","8/18/2016","Ipsos","A-",844,45.31,38.71,NA,44971,"Trump",10,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,6,FALSE,83,7.57182396798735
"U.S.","9/19/2016","9/21/2016","The Times-Picayune/Lucid","",1292,41,40,8,46222,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,49,6.27455174469641
"Washington","8/5/2016","8/18/2016","Ipsos","A-",399,45.35,33.48,NA,44980,"Clinton",10,55.0233683188114,37.8002882146734,4.76808885982145,2.40825460669369,"Clinton",TRUE,13,FALSE,83,6.99682826674243
"Ohio","5/16/2016","5/19/2016","YouGov","B",992,44,39,NA,44113,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,3,FALSE,174,6.77182396798735
"U.S.","4/20/2016","4/24/2016","Suffolk University","B+",1000,50,39,NA,42737,"Trump",9,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,199,5.81052944610152
"Georgia","5/15/2016","5/15/2016","Opinion Savvy/InsiderAdvantage","C-",587,41,44,NA,44080,"Trump",4,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,0,FALSE,178,5.96582657577842
"U.S.","9/18/2016","9/20/2016","The Times-Picayune/Lucid","",1353,42,41,7,46221,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,50,5.27455174469641
"U.S.","9/20/2016","9/22/2016","The Times-Picayune/Lucid","",1182,42,38,8,46223,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,48,6.60788507802974
"U.S.","8/25/2016","8/31/2016","CVOTER International","C+",1173,48.36,46.05,NA,45270,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,70,1.46552944610152
"U.S.","9/9/2016","9/15/2016","USC Dornsife/LA Times","",2497,41.04,47.41,NA,45819,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,55,3.28110975671876
"Connecticut","7/29/2016","8/18/2016","Ipsos","A-",358,49.73,36.71,NA,44945,"Clinton",10,54.5250895777233,41.0056213108389,0,4.46928911143775,"Clinton",TRUE,20,FALSE,83,4.54535544428112
"U.S.","3/17/2016","3/20/2016","Monmouth University","A+",848,42,34,11,36648,"Trump",12,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,234,8.94121841136307
"California","8/19/2016","8/25/2016","Ipsos","A-",518,60.74,25.03,NA,45001,"Clinton",10,61.6427208083448,32.9898730900327,3.2088991068842,2.15850699473828,"Clinton",TRUE,6,FALSE,76,4.43129694918876
"Ohio","8/31/2016","9/6/2016","Google Consumer Surveys","B",837,29.08,35.47,9.51,45474,"Trump",8,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Trump",TRUE,6,FALSE,64,12.4515871091878
"U.S.","8/7/2016","8/11/2016","Ipsos","A-",1115,40.5,35.3,7.2,44841,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,90,7.74121841136307
"Mississippi","8/10/2016","8/16/2016","Google Consumer Surveys","B",268,17.52,52.99,7.26,45615,"Trump",8,39.7253795614224,58.337453471105,1.18565383791908,0.751513129553467,"Trump",TRUE,6,FALSE,85,11.2090597315361
"U.S.","9/17/2016","9/19/2016","The Times-Picayune/Lucid","",1376,42,40,7,46220,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,51,5.60788507802974
"New York","8/31/2016","9/6/2016","Google Consumer Surveys","B",1033,37.34,28.83,7.16,45473,"Clinton",8,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,6,FALSE,64,11.4500572621036
"U.S.","8/24/2016","8/30/2016","Google Consumer Surveys","B",22189,35.95,32.68,8.69,45249,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,71,10.6278850780297
"Texas","2/21/2016","2/22/2016","SurveyUSA","A",1289,44,47,NA,36436,"Trump",11,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,1,FALSE,261,3.01887771324724
"Nevada","8/10/2016","8/16/2016","Google Consumer Surveys","B",282,31.76,35.73,12.84,45623,"Clinton",8,48.4521090402887,44.8878016695724,3.36067900150018,3.29941028863871,"Trump",FALSE,6,FALSE,85,11.7764105694536
"U.S.","8/24/2016","8/30/2016","CVOTER International","C+",1162,48.94,46.11,NA,45265,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,71,1.72552944610151
"U.S.","9/8/2016","9/14/2016","USC Dornsife/LA Times","",2499,41.34,47.22,NA,45802,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,56,3.22610975671875
"Arizona","3/7/2016","3/11/2016","Merrill Poll","B",701,38,38,NA,36621,"Trump",8,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Clinton",FALSE,4,FALSE,243,9.44508704146286
"Georgia","8/5/2016","8/18/2016","Ipsos","A-",522,41.99,46.04,NA,44948,"Trump",10,45.5955036326511,51.3361495189058,3.06834684844316,-8.88178419700125e-16,"Trump",TRUE,13,FALSE,83,4.45082657577842
"Pennsylvania","8/19/2016","8/25/2016","Ipsos","A-",334,49.83,43.29,NA,45029,"Trump",10,47.6491459868307,48.7921070761378,2.38945466136537,1.16929227566609,"Clinton",FALSE,6,FALSE,76,3.84148054465356
"Texas","8/31/2016","9/6/2016","Google Consumer Surveys","B",1170,30.5,39.55,9.18,45482,"Trump",8,43.4921221065053,52.5298775329998,3.17613550827417,0.801864852220728,"Trump",TRUE,6,FALSE,64,10.658621377077
"New York","4/6/2016","4/7/2016","Emerson College","B",864,54,36,NA,36703,"Clinton",8,53.520733300453,42.4515677991259,2.61212931326802,1.41556958715306,"Clinton",TRUE,1,FALSE,216,3.46541724933648
"U.S.","7/2/2016","7/4/2016","YouGov","B",1004,42,37,4,44511,"Trump",8,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,128,5.60788507802974
"Kentucky","7/29/2016","8/18/2016","Ipsos","A-",375,41.02,47.01,NA,44954,"Trump",10,32.6947933445152,62.5442328109451,2.79455698558658,1.9664168589531,"Trump",TRUE,20,FALSE,83,11.9297197332149
"U.S.","9/13/2016","9/15/2016","The Times-Picayune/Lucid","",1704,43,36,8,46216,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,55,6.94121841136307
"Alabama","8/17/2016","8/23/2016","Google Consumer Surveys","B",414,17.97,56.78,5.5,45542,"Trump",8,34.5537529503192,62.8884135764003,2.11094884188695,0.446884631393557,"Trump",TRUE,6,FALSE,78,8.69373922827751
"U.S.","9/16/2016","9/18/2016","The Times-Picayune/Lucid","",1378,42,39,8,46219,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,52,6.27455174469641
"Illinois","8/31/2016","9/6/2016","Google Consumer Surveys","B",1185,34.91,29.27,9.22,45453,"Clinton",8,55.4768865833625,39.3416353694072,3.80096922231803,1.38050882491223,"Clinton",TRUE,6,FALSE,64,12.0191842434839
"U.S.","9/15/2016","9/17/2016","The Times-Picayune/Lucid","",1468,42,38,8,46218,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,53,6.60788507802974
"U.S.","9/7/2016","9/13/2016","USC Dornsife/LA Times","",2550,41.99,46.68,NA,45735,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,57,3.17110975671875
"Ohio","8/19/2016","8/25/2016","Ipsos","A-",392,47.24,40.69,NA,45026,"Trump",10,43.5085284753525,52.0521764113272,3.16594355911627,1.27335155420396,"Clinton",FALSE,6,FALSE,76,7.54682396798735
"Minnesota","8/24/2016","8/30/2016","Google Consumer Surveys","B",524,38.29,24.77,9.46,45512,"Clinton",8,46.8616830864311,45.360347880472,3.87271447988687,3.90525455321005,"Clinton",TRUE,6,FALSE,71,11.5831054956721
"U.S.","8/23/2016","8/29/2016","CVOTER International","C+",1173,49.74,47.03,NA,45241,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,72,1.66552944610152
"Tennessee","8/17/2016","8/23/2016","Google Consumer Surveys","B",529,25.93,46.25,7.62,45582,"Trump",8,34.8981020175145,61.0700485492965,2.82063242471599,1.21121700847309,"Trump",TRUE,6,FALSE,78,9.52917271403165
"Wisconsin","8/5/2016","8/18/2016","Ipsos","A-",512,37.83,36.52,NA,44982,"Trump",10,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,13,FALSE,83,10.2280095564114
"Massachusetts","8/17/2016","8/23/2016","Google Consumer Surveys","B",509,50.66,22,7.53,45559,"Clinton",8,60.7999118683992,33.5156617714637,4.2327924442006,1.45163391593644,"Clinton",TRUE,6,FALSE,78,8.31759373188746
"U.S.","9/14/2016","9/16/2016","The Times-Picayune/Lucid","",1557,42,36,8,46217,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,54,7.27455174469641
"Arizona","8/12/2016","8/25/2016","Ipsos","A-",362,43.18,46.01,NA,44999,"Trump",10,45.3871175726315,49.5030565102942,3.88552508471454,1.22430083235974,"Trump",TRUE,13,FALSE,76,2.85008704146286
"Maryland","8/17/2016","8/23/2016","Google Consumer Surveys","B",439,44.15,25.86,8.62,45560,"Clinton",8,57.4651532395085,38.0510988549121,3.09702040217232,1.38672750340704,"Clinton",TRUE,6,FALSE,78,10.3430772307494
"Wisconsin","3/28/2016","3/30/2016","Gravis Marketing","B-",1480,49,41,10,42178,"Trump",7,46.9401824344058,47.8658366784169,3.61479579708078,1.57918509009651,"Clinton",FALSE,2,FALSE,224,5.10361948231011
"U.S.","9/6/2016","9/12/2016","USC Dornsife/LA Times","",2665,42.76,45.83,NA,45718,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Trump",TRUE,6,TRUE,58,3.21110975671876
"Florida","8/19/2016","8/25/2016","Ipsos","A-",666,49.05,41.88,NA,45004,"Trump",10,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,76,4.22297373957973
"U.S.","8/6/2016","8/10/2016","Ipsos","A-",1101,39.9,35.2,7.3,44842,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,91,8.00788507802974
"U.S.","8/11/2016","8/14/2016","Morning Consult","",2001,39,33,9,44849,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,87,9.60788507802974
"North Carolina","8/24/2016","8/30/2016","Google Consumer Surveys","B",771,33.74,37.33,9.6,45517,"Trump",8,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Trump",TRUE,6,FALSE,71,11.0030366774087
"Virginia","8/24/2016","8/30/2016","Google Consumer Surveys","B",578,38.52,29.96,10.23,45535,"Clinton",8,45.9096642176103,48.844086543126,3.0738862379495,2.17236300131419,"Clinton",TRUE,6,FALSE,71,11.1432881742623
"U.S.","6/2/2016","6/5/2016","Zogby Interactive/JZ Analytics","C-",837,40,34,6,44362,"Trump",4,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,157,7.94121841136307
"Colorado","8/24/2016","8/30/2016","Google Consumer Surveys","B",549,38.94,23.91,11.48,45495,"Clinton",8,47.2206316044567,44.4165016875749,5.04720714664019,3.31565956132825,"Clinton",TRUE,6,FALSE,71,11.7399753817971
"U.S.","9/8/2016","9/10/2016","The Times-Picayune/Lucid","",2317,43,37,7,46211,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,60,6.27455174469641
"Florida","4/25/2016","4/27/2016","Associated Industries of Florida","",604,49,36,NA,44009,"Trump",NA,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,2,FALSE,196,7.13797373957973
"Florida","8/12/2016","8/18/2016","Ipsos","A-",1216,48.52,41.41,NA,44947,"Trump",10,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Clinton",FALSE,6,FALSE,83,4.19297373957973
"U.S.","9/9/2016","9/11/2016","The Times-Picayune/Lucid","",2121,43,37,7,46212,"Trump",NA,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,2,TRUE,59,6.27455174469641
"U.S.","8/5/2016","8/9/2016","Ipsos","A-",1168,41.5,33.4,7.7,44843,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,4,TRUE,92,8.20788507802974
"Florida","8/31/2016","9/6/2016","Google Consumer Surveys","B",1195,31.35,39.97,8.32,45448,"Trump",8,47.7880523077743,49.0639997869337,2.19465736277199,0.953290542520036,"Trump",TRUE,6,FALSE,64,10.5524649106453
"North Carolina","8/12/2016","8/25/2016","Ipsos","A-",407,48.12,44.26,NA,45025,"Trump",10,46.702398610986,50.5371564051271,2.76044498388693,6.21724893790088e-15,"Clinton",FALSE,13,FALSE,76,3.84737889707053
"U.S.","4/28/2016","5/1/2016","CNN/Opinion Research Corp.","A-",890,54,41,NA,44013,"Trump",10,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,3,TRUE,192,6.81052944610152
"U.S.","8/22/2016","8/28/2016","CVOTER International","C+",1145,49.87,46.78,NA,45147,"Trump",6,47.1955803106172,47.8166392028203,3.18856427934829,1.7992162072142,"Clinton",FALSE,6,TRUE,73,1.85552944610151
"New Jersey","8/24/2016","8/30/2016","Google Consumer Surveys","B",737,37.83,29.03,7.69,45521,"Clinton",8,55.0153705155497,41.7838832314301,1.86930612673621,1.33144012628394,"Clinton",TRUE,6,FALSE,71,11.9199825400812
